0	1
2	3
2	1
0	3
4	1
5	6
7	6
8	6
9	10
11	12
11	13
14	15
16	10
17	10
18	19
9	20
2	21
9	22
9	23
11	24
25	26
27	28
29	13
18	30
31	32
33	34
35	28
33	13
36	37
38	3
39	40
41	3
39	28
11	32
42	34
43	34
29	44
31	24
42	45
27	46
8	47
39	48
42	13
49	13
50	51
52	6
27	53
36	54
18	55
56	57
58	59
41	28
2	60
61	3
62	46
63	64
61	32
17	65
8	28
66	34
38	1
16	22
8	67
11	44
2	68
49	32
27	40
69	6
16	20
70	34
11	71
72	34
14	73
17	20
23	22
9	74
8	75
76	3
14	77
41	78
79	28
41	80
11	81
82	48
16	23
83	6
84	59
85	46
23	20
36	64
86	87
23	23
17	23
88	45
41	89
35	40
90	91
92	3
93	28
94	95
85	28
31	73
96	97
98	99
8	100
101	6
8	102
11	10
25	103
104	28
105	106
76	1
2	28
107	99
25	75
11	108
109	32
56	75
63	110
49	24
56	26
111	28
8	89
27	112
11	113
114	95
111	6
115	28
72	44
116	22
8	117
27	118
119	34
76	34
114	120
27	51
41	67
88	34
4	20
69	71
42	121
122	13
14	59
123	15
124	28
125	32
115	78
126	87
127	13
33	10
8	80
128	3
62	28
129	130
131	32
132	34
39	60
41	26
114	133
92	1
8	26
134	135
69	48
101	136
137	3
35	59
11	138
66	13
96	139
27	140
31	44
8	141
142	59
17	22
11	143
144	139
145	139
101	40
82	77
146	13
82	67
119	13
35	46
0	147
41	108
129	59
61	1
127	67
90	148
0	59
125	45
101	67
49	149
49	10
8	108
58	10
42	32
93	6
27	150
27	27
8	113
151	147
152	6
18	34
153	130
18	154
155	95
156	28
157	13
158	10
159	67
131	59
18	160
14	161
38	68
101	28
11	149
58	73
11	89
25	89
58	22
76	71
39	162
163	32
132	6
11	148
69	47
164	130
72	165
17	166
122	34
82	6
163	147
167	34
168	59
169	138
170	108
8	171
2	10
123	130
172	103
36	173
79	3
174	59
159	32
33	32
8	175
111	40
132	95
27	176
36	110
39	6
177	161
35	53
29	75
4	10
178	26
179	46
107	97
27	180
170	75
142	147
11	181
182	6
42	171
50	6
170	80
61	22
183	26
124	161
18	6
88	13
58	1
18	22
72	10
177	28
184	44
70	135
42	24
82	185
43	44
18	147
69	67
101	117
156	6
186	19
93	120
187	6
90	87
72	188
152	51
189	34
190	34
85	13
11	75
29	1
94	75
11	95
8	32
8	191
192	100
132	26
31	149
193	13
105	97
76	28
194	195
196	12
184	13
66	44
125	171
197	13
17	198
42	160
2	61
105	103
41	191
111	199
200	26
11	20
18	201
69	28
152	34
172	40
137	1
11	162
184	202
203	75
204	205
42	91
111	75
8	3
25	108
168	147
206	207
18	208
101	149
109	15
27	59
209	15
42	44
174	20
174	23
27	210
211	26
170	148
8	212
124	26
8	161
123	205
184	32
111	138
170	95
213	46
11	214
27	215
72	216
217	34
218	10
132	216
219	15
11	80
83	207
11	54
220	10
221	75
152	60
93	222
14	150
82	47
76	44
101	60
115	149
85	205
223	26
224	133
189	24
115	141
104	32
83	26
58	173
76	135
72	23
124	75
206	120
90	89
56	13
72	13
62	210
225	6
49	181
85	226
39	165
187	44
63	13
25	95
27	161
132	227
129	15
11	180
82	207
197	32
11	34
178	207
134	34
228	199
190	19
229	139
152	13
189	26
156	199
11	230
39	191
231	147
156	10
105	139
172	232
82	95
39	46
179	53
49	147
134	233
137	19
128	1
14	234
43	60
169	133
115	162
228	6
27	24
90	181
96	32
72	20
41	71
122	19
115	77
62	140
170	26
90	77
115	173
179	28
66	139
58	81
29	87
11	37
105	99
79	80
25	28
235	15
8	78
0	67
33	15
107	139
190	32
236	237
159	89
72	12
8	216
238	139
152	149
31	214
61	239
27	240
93	136
155	195
236	28
76	81
35	27
225	24
94	207
178	89
72	1
101	95
170	78
11	139
109	68
114	81
92	61
225	34
115	199
61	59
186	241
111	160
76	68
187	32
76	60
124	6
11	73
122	242
14	243
11	173
11	147
85	210
186	226
16	108
194	95
14	87
85	6
126	205
0	10
39	34
63	173
39	75
114	78
2	19
189	28
4	13
132	244
17	77
186	15
132	245
84	147
85	59
164	59
0	78
152	199
178	67
52	67
52	81
127	78
98	59
157	26
79	78
94	171
69	162
39	147
246	10
115	214
82	113
167	143
16	65
69	247
248	59
27	249
159	75
250	59
69	91
61	161
194	75
251	10
122	71
41	173
69	181
153	15
238	99
163	22
252	44
11	226
101	120
169	201
79	26
27	108
41	32
225	253
248	10
18	13
190	59
156	254
178	108
151	54
255	24
256	22
197	20
174	22
90	32
27	257
25	136
101	75
178	47
167	10
132	108
258	259
98	73
115	207
23	74
98	106
90	68
0	195
82	208
107	234
260	227
31	138
111	261
70	13
186	22
18	15
217	13
90	13
132	113
63	37
83	95
157	34
85	68
146	147
262	230
0	32
105	263
76	80
206	264
265	205
70	180
43	19
219	226
0	20
14	176
90	73
178	28
266	34
144	59
213	103
262	161
11	241
267	32
8	74
25	6
85	10
186	61
194	24
115	268
269	74
270	44
271	13
43	6
58	234
56	120
115	3
4	147
190	60
251	20
14	226
101	24
267	103
127	95
178	78
125	91
61	87
42	10
220	34
186	272
152	24
56	95
58	20
83	57
39	237
39	136
27	103
56	108
250	87
56	80
142	73
183	139
14	273
70	239
76	6
49	162
131	61
172	264
220	46
39	100
90	202
41	175
85	34
152	89
72	65
192	32
72	241
172	81
18	274
